label_frame,meas_frame,label_len,meas_len,x_y
78.0,0,22.0,0.0,"[0, 0]"
126.0,0,23.0,0.0,"[0, 0]"
118.0,1,29.0,30.44,"[909, 475]"
98.0,-1,31.0,-1.0,"[-1, -1]"
81.0,1,15.0,14.66,"[824, 437]"
